Reference Number,Procuring Entity,Title,Area of Delivery,Solicitation Number,Trade Agreement,Procurement Mode,Classification,Category,Approved Budget for the Contract,Contract Duration,Client Agency,Contact Person,Status,Associated Components,Bid Supplements,Document Request List,Date Published,Last Updated / Time,Closing Date / Time,Description,Other Information,Created by,Date Created
7023979,PROVINCE OF TARLAC,Construction of Kusina ng Kalinga at Mayantoc Central Elementary School - B-CW-2020-020,Tarlac,B-CW-2020-020,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"1,879,442.63",90 Day/s,,Felicidad F. De Guzman,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,25/06/2020 10:00 AM," I N V I T A T I O N   T O   B I D
2020 - 099
June 3, 2020
1.	The Provincial Government of Tarlac through the SEF - D. Construction/Improvement Kusina ng Kalinga (Centralized Kitchen) intends to apply the sum of One Million Eight Hundred Seventy-Nine Thous",,Felicidad F. De Guzman,02/06/2020
7023977,TECHNICAL EDUCATION & SKILLS DEVELOPMENT AUTHORITY - TAYTAY,AIRCON,Rizal,2020-06-008,Implementing Rules and Regulations,Shopping,Goods,Airconditioning and Airconditioning Systems,"58,000.00",0 Day/s,,Teresita C Bordas,Active,Order,0,1,03/06/2020,03/06/2020 12:00 AM,05/06/2020 5:00 PM," Aircondition, Split type, Inverter
EER Rating 12.13
Cooling Capacity (HP) 2.5
Length (cm) 24.4cm; Outdoor 117.2cm
Width (cm) 110.2cm; Outdoor 37.8cm
Height (cm) 30.2cm; Outdoor 28.9",,Teresita C Bordas,02/06/2020
7023938,GUIMARAS STATE COLLEGE,Other Supplies & Materials for Instructional Use of Guimaras State College (Salvador Campus),Guimaras,20-03-024,Implementing Rules and Regulations,Public Bidding,Goods,Furniture,"2,022,500.00",30 Day/s,,Tommy Mahilum Artajo,Active,Order,0,5,03/06/2020,03/06/2020 12:00 AM,11/06/2020 1:00 PM," INVITATION TO BID
BID NUMBER: 20-03-024
PURCHASE FOR: Other Supplies & Materials for Instructional Use of Guimaras State College (Salvador Campus)
ABC: Php.2,022,500.00
1.) The Guimaras State College through its BIDS AND AWARDS COMMITTEE (BAC) intends to ", Please bring your letter of intent if you are interested to purchase bidding documents.,Tommy Mahilum Artajo,02/06/2020
7023975,BICOL STATE COLLEGE OF APPLIED SCIENCES AND TECHNOLOGY,ALL IN ONE COMPUTER,Camarines Sur,2020-05-SG-058,Implementing Rules and Regulations,Shopping,Goods,Office Equipment,"60,500.00",15 Day/s,,Jessa Bello Recto,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,05/06/2020 9:00 AM," REQUEST FOR PRICE QUOTATION
________________________	
(Name of External Provider)
________________________
(Address)
________________________
(Address)
Please quote your lowest price on the item listed below, subject to the General Conditions on the latte",,Jessa Bello Recto,02/06/2020
7023930,"CITY OF PANABO, DAVAO DEL NORTE",CHO;2020-5-1300;MEDICAL EQUIPMENT-TF DENGUE,Davao Del Norte,CHO;2020-5-1300;MEDICAL EQUIPMENT-TF DENGUE,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Medical and Dental Equipment,"100,000.00",7 Day/s,,Jeanne A. Limas,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,09/06/2020 5:00 PM, 1. DELIVERY IS SEVEN DAYS UPON RECEIVE OF P.O.,,Jeanne A. Limas,02/06/2020
7023931,"MUNICIPALITY OF NAGCARLAN, LAGUNA","Supply and delivery of Materials for the Distance Marker at Nagcarlan Public Market, Municipal Hall Bldg. & Municipal Compound",Laguna,2020-ODY-06-166,Implementing Rules and Regulations,Shopping,Goods,Construction Materials and Supplies,"34,790.00",7 Day/s,,Norbert C Sotoya II,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,11/06/2020 1:00 AM, Materials,,Liza C Dorado,02/06/2020
7023966,PROVINCE OF TARLAC,"Concreting of Road at Brgy. Barang, Paniqui, Tarlac - B-CW-2020-017",Tarlac,B-CW-2020-017,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"1,500,000.00",30 Day/s,,Felicidad F. De Guzman,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,25/06/2020 10:00 AM," I N V I T A T I O N   T O   B I D
2020 - 096
June 3, 2020
1.	The Provincial Government of Tarlac through the 20% DF - Infra Projects intends to apply the sum of One Million Five Hundred Thousand Pesos Only (PhP 1,500,000.00) being the Approved Budget for ",,Felicidad F. De Guzman,02/06/2020
7023973,DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS - REGION XIII (CARAG,PR No. 20-05-157,Agusan Del Norte,20-05-157,Implementing Rules and Regulations,Shopping,Goods,Vehicle Parts and Accessories,"195,760.00",30 Day/s,,Robert Garcia Sapong,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,05/06/2020 10:00 AM, please see attached associated components,,Robert Garcia Sapong,02/06/2020
7023970,BICOL STATE COLLEGE OF APPLIED SCIENCES AND TECHNOLOGY,SCHOOL  UNIFORM,Camarines Sur,2019-06-SG-057,Implementing Rules and Regulations,Shopping,Goods,Garments,"161,000.00",15 Day/s,,Jessa Bello Recto,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,05/06/2020 9:00 AM," REQUEST FOR PRICE QUOTATION
________________________	
(Name of External Provider)
________________________
(Address)
________________________
(Address)
Please quote your lowest price on the item listed below, subject to the General Conditions on the latte",,Jessa Bello Recto,02/06/2020
7023963,PROVINCE OF TARLAC,"Concreting of Road at Brgy. Sta. Ines, Paniqui, Tarlac - B-CW-2020-016",Tarlac,B-CW-2020-016,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"1,500,000.00",30 Day/s,,Felicidad F. De Guzman,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,25/06/2020 10:00 AM," I N V I T A T I O N   T O   B I D
2020 - 095
June 3, 2020
1.	The Provincial Government of Tarlac through the 20% DF - Infra Projects intends to apply the sum of One Million Five Hundred Thousand Pesos Only (PhP 1,500,000.00) being the Approved Budget for ",,Felicidad F. De Guzman,02/06/2020
7023961,"MUNICIPALITY OF MINALIN, PAMPANGA","IMPROVEMENT OF FISH LANDING CENTER, BRGY. SAN ISIDRO, MINALIN, PAMPANGA",Pampanga,MN 310,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"500,000.00",0 Day/s,,EDEN MERCADO SANTOS,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,10/06/2020 2:00 PM," IMPROVEMENT OF FISH LANDING CENTER, BRGY. SAN ISIDRO, MINALIN, PAMPANGA"," BID DATE: JUNE 10, 2020",EDEN MERCADO SANTOS,02/06/2020
7023960,DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS - REGION XIII (CARAG,PR No. 20-05-152,Agusan Del Norte,20-05-152,Implementing Rules and Regulations,Shopping,Goods,Fuels/Fuel Additives & Lubricants & Anti Corrosive,"64,000.00",30 Day/s,,Robert Garcia Sapong,Active,Order,0,1,03/06/2020,03/06/2020 12:00 AM,05/06/2020 10:00 AM, please see attached associated components,,Robert Garcia Sapong,02/06/2020
7023959,"MUNICIPALITY OF BULALACAO, ORIENTAL MINDORO","INVITATION TO BID FOR IMPROVEMENT OF BULALACAO BAY PARK, EXPANSION OF FISH LANDING PORT",Oriental Mindoro,ITB 003-038-2020,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"17,058,441.76",45 Day/s,,Bernadette Manggol Sapungan,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,24/06/2020 9:00 AM," Republic of the Philippines
Province of Oriental Mindoro
Municipality of Bulalacao
Invitation to Bid for
 
IMPROVEMENT OF BULALACAO BAY PARK, EXPANSION OF FISH LANDING PORT
           June 1, 2020
1.	The Municipality of Bulalacao, through the 20% Developm",,Bernadette Manggol Sapungan,02/06/2020
7023958,DEPARTMENT OF AGRICULTURE - REGION V,Supply and Delivery of Various Agricultural Equipment,Camarines Sur,26-GOODS-CORN-2020,Implementing Rules and Regulations,Public Bidding,Goods,Agricultural Machinery and Equipment,"20,080,000.00",60 Day/s,,Mark Nikko Badiola,Active,Order,0,2,03/06/2020,03/06/2020 12:00 AM,29/06/2020 9:00 AM," INVITATION TO BID
FOR 
Supply and Delivery of Various Agricultural Equipment
1.	The Department of Agriculture Regional Field Office No. 5, through the General Appropriation Act (GAA) for CY 2020-Corn Program intends to apply the sum of Twenty Million Eigh",,Mark Nikko Badiola,02/06/2020
7023956,"MUNICIPALITY OF MINALIN, PAMPANGA",IN THE STRUGGLE AGAINST COVID -19 PANDEMIC AT CHECKPOINTS AND LGU PERSONNEL DIRECTLY INVOLVED IN IMPLEMENTATION OF PPA'S,Pampanga,MN 308,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Catering Services,"247,500.00",0 Day/s,,EDEN MERCADO SANTOS,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,10/06/2020 2:00 PM, IN THE STRUGGLE AGAINST COVID -19 PANDEMIC AT CHECKPOINTS AND LGU PERSONNEL DIRECTLY INVOLVED IN THE IMPLEMENTATION OF  PPA'S, NEGOTIATED PROCUREMENT,EDEN MERCADO SANTOS,02/06/2020
7023965,PHILIPPINE RICE RESEARCH INSTITUTE,"Rental, Delivery and Installation of Computers for RCEF Seed Program",Isabela,PRRI-2020ISA-028,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Services,"900,000.00",30 Day/s,,Eddie cabacungan Acosta,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,08/06/2020 8:00 AM," 20	unit	Rental of laptop for Technical Staff with the following Specifications:					
		
                Processor: (min) Intel i7 8th gen or later / equivalent. 4 cores/ 8 threads, 1.8 Ghz base frequency  
                to 4Ghz turbo frequency, 8 MB cac"," to delivered at PhilRice Malasin, San Mateo, Isabela",Eddie cabacungan Acosta,02/06/2020
7023957,DEPARTMENT OF EDUCATION - SCHOOLS DIVISION OF BACOOR CITY,PANDEMIC SUPPLIES AND MATERIALS,Cavite,2020-SG06-0013,Implementing Rules and Regulations,Shopping,Goods,Environmental Health/Safety Equipment,"242,910.00",4 Day/s,,MAYEN YOKO AGUILAR BUZON,Active,Order,0,3,03/06/2020,03/06/2020 12:00 AM,05/06/2020 8:00 AM," Surgical masks- 5 boxes
Surgical gloves- 5 packs
Thermogun- 35 pcs
Disinfectant spray- 35 cans
Toilet tissue paper, 2 ply, 100% Recycled, Pack of 4- 40 packs
Alcohol Ethyl, 70%, scented- 10 gallons
Alcohol Ethyl, 70%, 1 liter- 35 bottles
Zonrox, bleaching",,MAYEN YOKO AGUILAR BUZON,02/06/2020
7023995,DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS - DAVAO ORIENTAL 2ND,"20LG0117 - Repair/Maintenance of DENR Building PENRO Nursery House, Dahican, Mati, Davao Oriental",Davao Oriental,20LG0117,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"1,000,000.00",60 Day/s,,Brendhel P. Awa-ao,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,22/06/2020 10:00 AM," Contract ID:	20LG0117
Contract Name:			Repair/Maintenance of DENR Building PENRO Nursery House, Dahican, Mati, Davao Oriental
Contract Location:	Mati, Davao Oriental
Brief Description:	Repair/ Maintenance of Public Building
Approved Budget for the Contrac",,Brendhel P. Awa-ao,02/06/2020
7023994,DEPARTMENT OF TOURISM,Procurement of Consulting Services for the Consumer Insights Survey of Target Markets,,DOT BAC REI No. 2020-009,Implementing Rules and Regulations,Public Bidding,Consulting Services,Consulting Services,"20,000,000.00",4 Month/s,,Maria Alma O Almazan,Active,Order,0,5,03/06/2020,03/06/2020 12:00 AM,10/06/2020 9:00 AM," Procurement of Consulting Services for the Consumer Insights Survey of Target Markets
1.	The Department of Tourism (DOT), through the General Appropriations Act 2020 intends to apply the sum of Twenty Million Philippine Pesos (PhP20,000,000.00) being the ",,Maria Alma O Almazan,02/06/2020
7024002,DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS - DAVAO ORIENTAL 2ND,"20LG0118 - Repair/Maintenance of DPWH Building Engineer's Quarter, Brgy. Matiao, Mati, Davao Oriental",Davao Oriental,20LG0118,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"956,000.00",60 Day/s,,Brendhel P. Awa-ao,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,22/06/2020 10:00 AM," Contract ID:	20LG0118
Contract Name:			Repair/Maintenance of DPWH Building Engineer's Quarter, Brgy. Matiao, Mati, Davao Oriental
Contract Location:	Mati, Davao Oriental
Brief Description:	Repair/ Maintenance of Public Building
Approved Budget for the Con",,Brendhel P. Awa-ao,02/06/2020
7024000,BUREAU OF FISHERIES AND AQUATIC RESOURCES - REGION XI,"PROVISION OF SECURITY SERVICES FOR BFAR-PANABO NATIONAL MARICULTURE CENTER FOR THE PERIOD OF JULY 1, 2020 TO DECEMBER 31,2020",,ITB 2020-0008,Implementing Rules and Regulations,Public Bidding,Goods - General Support Services,Security Services,"1,548,000.00",1 Day/s,,Mae Valledor,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,22/06/2020 12:55 PM," Twelve (12) Security Guard Personnel: To secure, protect, and safeguard assets, properties, premises, and personnel of BFAR-NMC, Panabo City for the period July 1, 2020 to December 31, 2020.
Terms and Conditions:
I. That the Agency shall provide licensed ",,Mae Valledor,02/06/2020
7023999,PROVINCE OF TARLAC,"Construction of Main Entrance Gate, Guardhouse and Pylon at La Paz Medicare and Community Hospital, La Paz, Tarlac - B-CW-2020-022",Tarlac,B-CW-2020-022,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"1,297,034.97",80 Day/s,,Felicidad F. De Guzman,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,25/06/2020 10:00 AM," I N V I T A T I O N   T O   B I D
2020 - 101
June 3, 2020
1.	The Provincial Government of Tarlac through the PGO - Other Land Improvements intends to apply the sum of One Million Two Hundred Ninety-Seven Thousand Thirty-Four Pesos and 97/100 (PhP 1,297,03",,Felicidad F. De Guzman,02/06/2020
7023955,DEPARTMENT OF THE INTERIOR AND LOCAL GOVERNMENT - CAR,IT Equipment and parts,Benguet,2020-06-57,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Information Technology,"50,100.00",10 Day/s,,Louven L. Matib,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,08/06/2020 1:00 AM," true rated power supply, 650 watts or higher				1	pc.
at least 1 year warranty					
chassis cooling fan, size: 120x120x25mm				1	pc.
at least 1 year warranty					
					
					
Notebook/Laptop set				1	unit
Specifications:					
Processor: 4 cores(quadcore),", See attached RFQ for complete specifications.,Louven L. Matib,02/06/2020
7023998,"CITY OF SURIGAO, SURIGAO DEL NORTE","For Philhealth Patient use, City Health Office, Surigao City",Surigao Del Norte,pgeps0235-2020,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Medical Supplies and Laboratory Instrument,"790,699.00",20 Day/s,,JERRY R CENTRO,Active,Order,0,1,03/06/2020,03/06/2020 12:00 AM,09/06/2020 3:00 PM," 1	75	bots	Paracetamol Drops 15ml			
2	100	bots	Paracetamol Susp 250mg, 60ml			
3	50	bxs	Paracetamol Tab 500mg 100's/box			
4	120	bots	Cefalexin Drops 10ml			
5	100	bots	Cefalexin Susp 250mg/60ml			
6	120	bxs	Cefalexin 500mg cap 100's/box			
7	120	bxs	Mefe",,JERRY R CENTRO,02/06/2020
7023962,JUVENILE JUSTICE AND WELFARE COUNCIL,Procurement of Rental of shuttle van for JJWC employees,Metro Manila,20-027,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Vehicles,"176,000.00",0 Day/s,,Lea Callos,Active,Order,0,1,03/06/2020,03/06/2020 12:00 AM,08/06/2020 1:00 AM," IATF-accredited, LTFRB - permitted, and exclusive use of JJWC				
Compliant with safety and health protocols (thermal scanner, footh bath, etc.) incl. daily vehicle disinfection and sanitation				
For two (2) months contract duration starting from date of",,Lea Callos,02/06/2020
7023997,PHILIPPINE SCIENCE HIGH SCHOOL - CENTRAL LUZON CAMPUS,Supply and Delivery of 7 units of Projector for PSHS-CLC Classrooms,Pampanga,2020-06-001-02,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Audio and Visual Equipment,"280,000.00",30 Day/s,,JED ARIES FAJARDO CASTRO,Active,Order,0,4,03/06/2020,03/06/2020 12:00 AM,08/06/2020 9:00 AM," Philippine Science High School – Central Luzon Campus (PSHS-CLC) wishes to invite proponent for the Supply and Delivery of 7 units of Projector for PSHS-CLC Classrooms with ABC of Two Hundred Eighty Thousand Pesos only in words and Php 280,000.00 in figur",,JED ARIES FAJARDO CASTRO,02/06/2020
7023952,"PN BAC SECRETARIAT, AFP PROCUREMENT SERVICE",Drydocking and Other Related Repair of YT226,Cavite,MR-PNBAC1-2020-29,Implementing Rules and Regulations,Public Bidding,Goods - General Support Services,Maritime Spare Parts,"24,391,826.00",120 Day/s,,LT RAYMOND A ROLDAN PN,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,23/06/2020 9:00 AM," 1.	Bids received in excess of the ABC shall be automatically rejected during the Bid Opening. Interested Bidders may obtain further information from PN BAC in the given address below from 8:00 AM to 5:00 PM, Monday to Friday.
2.	Issuance of Bidding Docume"," A complete set of Bidding Documents will be provided by PNBAC Secretariat to the interested Bidders upon payment of a non-refundable fee in the amount of TWENTY FIVE THOUSAND PESOS (P25,000.00) only at CRB, CPMU, Philippine Navy Finance Center (PNFC), Naval Station Jose Francisco, Fort Bonifacio, Taguig City.",LT RAYMOND A ROLDAN PN,02/06/2020
7023996,SACRED HEART VILLAGE ELEMENTARY SCHOOL,HIRING OF SCHOOL UTILITY WORKER,Philippines,004,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Consulting Services,Education and Training Services,"45,000.00",7 Day/s,,Welia  Caagbay Mundin,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,11/06/2020 4:00 PM," To undertake and appropriate response and measures to 
 curtail and eliminate COVID-19 threat, the school is in need of    one utility personnel to maintain the cleanliness within the vicinity of the school and to ensure compliance with the  sanitation an", QUALIFICATIONS:                            - 18 yrs. old and above with good moral character.,Welia  Caagbay Mundin,02/06/2020
7023990,DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS - DAVAO ORIENTAL 2ND,"20LG0116 - Repair/Maintenance of DPWH Building BOE-Bilawan Building, Mati, Davao Oriental",Davao Oriental,20LG0116,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"1,500,000.00",90 Day/s,,Brendhel P. Awa-ao,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,22/06/2020 10:00 AM," Contract ID:	20LG0116
Contract Name:			Repair/Maintenance of DPWH Building BOE-Bilawan Building, Mati, Davao Oriental
Contract Location:	Mati, Davao Oriental
Brief Description:	Repair/ Maintenance of Public Building
Approved Budget for the Contract (ABC):",,Brendhel P. Awa-ao,02/06/2020
7023969,PROVINCE OF TARLAC,Construction of Kusina ng Kalinga at Concepcion North Elementary School - B-CW-2020-018,Tarlac,B-CW-2020-018,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"1,960,423.88",90 Day/s,,Felicidad F. De Guzman,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,25/06/2020 10:00 AM," I N V I T A T I O N   T O   B I D
2020 - 097
June 3, 2020
1.	The Provincial Government of Tarlac through the SEF-D. Construction/Improvement Kusina ng Kalinga (Centralized Kitchen) intends to apply the sum of One Million Nine Hundred Sixty Thousand Four H",,Felicidad F. De Guzman,02/06/2020
7023991,"BARANGAY BIT-OS, BUTUAN CITY",PURCHASE OF GOODS,Agusan Del Norte,004,Implementing Rules and Regulations,Public Bidding,Goods,General Merchandise,"170,820.00",7 Day/s,,Ramon P. Carampatana,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,10/06/2020 8:00 AM, purchase of various goods (rice),,Ramon P. Carampatana,02/06/2020
7024001,DEPARTMENT OF ENERGY - MAIN,INVITATION TO BID FOR THE PROCUREMENT OF EECD CONTRACTED OUT SERVICES FOR THE DIGITAL PLACEMENT AND SOCIAL MEDIA MANAGEMENT OF DOE INFOMERCIAL /TV PLUG UNDER THE LOCALLY FUNDED PROJECT: THE NECP,Metro Manila,PB-06232020-B,Implementing Rules and Regulations,Public Bidding,Goods,Advertising Agency Services,"2,000,000.00",180 Day/s,,Antonio Mendoza Bautista,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,23/06/2020 9:00 AM, Please download the attached file (Associated Components) for the Bid Document., Schedule of Bidding Activities: ,Antonio Mendoza Bautista,02/06/2020
7023989,"CITY OF SURIGAO, SURIGAO DEL NORTE",For use during PNP Monitoring on Peace & Order Activities in the different Barangays in the City of Surigao.,Surigao Del Norte,pgeps0236-2020,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Food Stuff,"791,160.00",20 Day/s,,JERRY R CENTRO,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,09/06/2020 3:00 PM," 1.	347	sacks	Rice (50kgs) Tonner	
x-x-x-x-x-x",,JERRY R CENTRO,02/06/2020
7023983,"PN BAC SECRETARIAT, AFP PROCUREMENT SERVICE",Drydocking and Other Related Repair of BRP EMILIO JACINTO (PS35),Cavite,MR-PNBAC1-2020-13,Implementing Rules and Regulations,Public Bidding,Goods - General Support Services,Maritime Spare Parts,"84,789,384.00",120 Day/s,,LT RAYMOND A ROLDAN PN,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,23/06/2020 9:00 AM," 1.	Bids received in excess of the ABC shall be automatically rejected during the Bid Opening. Interested Bidders may obtain further information from PN BAC in the given address below from 8:00 AM to 5:00 PM, Monday to Friday.
2.	Issuance of Bidding Docume"," A complete set of Bidding Documents will be provided by PNBAC Secretariat to the interested Bidders upon payment of a non-refundable fee in the amount of FIFTY THOUSAND PESOS (P50,000.00) only at CRB, CPMU, Philippine Navy Finance Center (PNFC), Naval Station Jose Francisco, Fort Bonifacio, Taguig City.",LT RAYMOND A ROLDAN PN,02/06/2020
7023987,BACUSANON NATIONAL HIGH SCHOOL - SENIOR HIGH SCHOOL,Office equipment,Bukidnon,3,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Office Equipment Supplies and Consumables,"49,600.00",7 Day/s,,Jean Vadil Hatague,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,08/06/2020 1:00 PM," Please quote your lowest price quotation of the following items 
Unit / description / Quantity 
Pc	-Fauset		-6
Pc	-PVC coupling 1/2	-	6
Pc	-PVC union 1/2		-3
Pc	-Pad lock 		-30
Pc	-Concrete post		-30
Unit	-Refill LPG		-1
Pc	-FM transmitter		-1
Pc	-Microph",,Jean Vadil Hatague,02/06/2020
7023982,PROVINCE OF MISAMIS ORIENTAL,Request for quotation PR No.0811-20,Misamis Oriental,0811-20,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Information Technology,"95,395.00",7 Day/s,,Stanley B. Uriarte,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,09/06/2020 1:00 PM," 1.Laptop (1) unit
Intel core i7-9750H
NVIDIA Geforce GTX1660Ti
Window 10 home
15.6"" Full HD (Slim Bezel)
8GB DDR4
1TB M 2 PCIE 280",,Stanley B. Uriarte,02/06/2020
7023985,DEPARTMENT OF ENERGY - MAIN,INVITATION TO BID FOR THE Procurement of EECD Various Office Equipment under the Locally Funded Project: NECP - Nineteen (19) Units of Laptop and Two (2) Units of High-Speed Multi-function  Printer,Metro Manila,PB-06232020-A,Implementing Rules and Regulations,Public Bidding,Goods,Information Technology Parts & Accessories & Perip,"1,700,000.00",30 Day/s,,Antonio Mendoza Bautista,Active,Order,0,8,03/06/2020,03/06/2020 12:00 AM,23/06/2020 9:00 AM, Please download the attached file (Associated Components) for the Bid Document., Schedule of Bidding Activities: ,Antonio Mendoza Bautista,02/06/2020
7023984,BACUSANON NATIONAL HIGH SCHOOL - SENIOR HIGH SCHOOL,Drugs and Medicine,Bukidnon,2,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Drugs and Medicines,"8,200.00",7 Day/s,,Jean Vadil Hatague,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,08/06/2020 1:00 PM," Please quote your lowest price quotation of the following Items
Unit / Description / Quantity 
Box	-    Paracetamol 	-	2
Box	-    krimel - s	-	2
Box	-   Mifenamic acid	-2
Box	-   Cetrizine	-	4
Bottle-	liniment	-	2
Box    	-disycloverine-	2",,Jean Vadil Hatague,02/06/2020
7023972,PROVINCE OF TARLAC,Construction of Kusina ng Kalinga at Moncada North Elementary School - B-CW-2020-019,Tarlac,B-CW-2020-019,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"1,889,155.13",90 Day/s,,Felicidad F. De Guzman,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,25/06/2020 10:00 AM," I N V I T A T I O N   T O   B I D
2020 - 098
June 3, 2020
1.	The Provincial Government of Tarlac through the SEF-D. Construction/Improvement Kusina ng Kalinga (Centralized Kitchen) intends to apply the sum of One Million Eight Hundred Eighty-Nine Thousand",,Felicidad F. De Guzman,02/06/2020
7023988,PROVINCE OF TARLAC,"Construction of Powerhouse at Tarlac Provincial Capitol, San Vicente, Tarlac City - B-CW-2020-021",Tarlac,B-CW-2020-021,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"2,572,290.63",75 Day/s,,Felicidad F. De Guzman,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,25/06/2020 10:00 AM," I N V I T A T I O N   T O   B I D
2020 - 100
June 3, 2020
1.	The Provincial Government of Tarlac through the PGO - Capital Outlay - Other Structures intends to apply the sum of Two Million Five Hundred Seventy-Two Thousand Two Hundred Ninety Pesos and 63/",,Felicidad F. De Guzman,02/06/2020
7023884,TIMOTEO PAEZ ELEMENTARY SCHOOL,"Installation of Steel Hallway Grills at the 4th floor, New Building",,2020-04-01,Implementing Rules and Regulations,Shopping,Civil Works,Construction Materials and Supplies,"100,000.00",5 Day/s,,BLESILDA B. CUETO,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,05/06/2020 1:00 PM," Installation of Steel Hallway Grills at the 4th floor, New Building",,BLESILDA B. CUETO,02/06/2020
7023926,GUIMARAS STATE COLLEGE,One (1) Job Pakyaw Contract for the Supply of Materials and Labor for the Floor Tiling of CTE Class Rooms of Guimaras State College (Salvador Campus),Guimaras,20-03-023,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"274,658.34",60 Day/s,,Tommy Mahilum Artajo,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,11/06/2020 1:00 PM," INVITATION TO BID
THE GUIMARAS STATE COLLEGE–SALVADOR CAMPUS, McLain, Buenavista, Guimaras, invites interested Suppliers/Bidders to apply for eligibility and to bid for the hereunder project:
Name of Project: One (1) Job Pakyaw Contract for the Supply of ", Please bring your letter of intent if you are interested to purchase bidding documents.,Tommy Mahilum Artajo,02/06/2020
