Reference Number,Procuring Entity,Title,Area of Delivery,Solicitation Number,Trade Agreement,Procurement Mode,Classification,Category,Approved Budget for the Contract,Contract Duration,Client Agency,Contact Person,Status,Associated Components,Bid Supplements,Document Request List,Date Published,Last Updated / Time,Closing Date / Time,Description,Other Information,Created by,Date Created
7021584,"MUNICIPALITY OF LABO, CAMARINES NORTE",Bidding (Infra Project),Camarines Norte,302020a,Implementing Rules and Regulations,Public Bidding,Civil Works,General Contractor,"300,000.00",45 Day/s,,Raul B. Jacela,Active,Order,0,3,02/06/2020,02/06/2020 12:00 AM,11/06/2020 9:30 AM," CONCRETE FENCE AT TULAY NA LUPA NATIONAL HIGH SCHOOL
Brgy. Tulay na Lupa, Cams. Norte",,Raul B. Jacela,01/06/2020
7021474,"CITY OF TAYABAS, QUEZON",RE-BID FOR PROJECT # 20-034 - PROCUREMENT OF RONDALLA INSTRUMENTS  - CITY SCHOOL DIVISION OFFICE,Quezon,PROJECT # 20-034,Implementing Rules and Regulations,Public Bidding,Goods,Musical Instruments,"559,999.78",0 Day/s,,MA. CECILIA REYES POTESTADES,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,09/06/2020 10:00 AM," Republic of the Philippines
Province of Quezon
CITY GOVERNMENT OF TAYABAS
INVITATION TO RE-BID FOR PROJECT # 20-034 - PROCUREMENT OF RONDALLA INSTRUMENTS  - CITY SCHOOL DIVISION OFFICE.
The City Government of Tayabas, through the Special Education Fund 20",,MA. CECILIA REYES POTESTADES,01/06/2020
7021473,PROVINCE OF ABRA,Rehabilitation of Barangay Patoc Bucay FMR,Abra,RFQ-SVP-RA7171-2020CW-06-03,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Civil Works,Construction Projects,"999,955.17",28 Day/s,,Expedito Magluyan Villaruz,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,05/06/2020 8:45 AM," Republic of the Philippines				Project Reference Number: SVP-RA7171-2020CW-06-03				
Province of Abra Bangued				Name of the Project: Rehabilitation of Barangay Patoc Bucay FMR				
Bids and Awards Committee				Location of the Project: Patoc Bucay, Abra			"," Acquire a copy of the Materials Purchase Request for your reference at the BAC Office from June 2-4, 2020",Expedito Magluyan Villaruz,01/06/2020
7021472,"MUNICIPALITY OF STA. JOSEFA, AGUSAN DEL SUR","RFQ No. SJADS SVP 2020-16: PROCUREMENT OF SPRAYER AND OTHER SUPPLIES, PPE'S AND DISINFECTANT TO PREVENT AFRICAN SWINE FEVER (ASF)",Agusan Del Sur,RFQ No. SJADS SVP 2020-16,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,General Merchandise,"60,000.00",15 Day/s,,Juvylyn Viajar Bitang,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,08/06/2020 2:00 PM," Republic of the Philippines
PROVINCE OF AGUSAN DEL SUR
Municipality of Sta. Josefa
OFFICE OF THE BIDS AND AWARDS COMMITTEE
REQUEST FOR QUOTATION
Price Quotation No. SJADS SVP: 2020-16
The Local Government Unit, Sta. Josefa, Agusan del Sur, through its Bid",,Juvylyn Viajar Bitang,01/06/2020
7021471,"CITY OF TAYABAS, QUEZON",PROJECT # 20-074 – SUPPLY AND DELIVERY OF SUPPLEMENTAL READING MATERIALS- CITY SCHOOL DIVISION OFFICE,Quezon,PROJECT # 20-074,Implementing Rules and Regulations,Public Bidding,Goods,"Books, Maps and Other Publications","479,565.42",0 Day/s,,MA. CECILIA REYES POTESTADES,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,09/06/2020 10:00 AM," Republic of the Philippines
Province of Quezon
CITY GOVERNMENT OF TAYABAS
INVITATION TO BID FOR PROJECT # 20-074 – SUPPLY AND DELIVERY OF SUPPLEMENTAL READING MATERIALS- CITY SCHOOL DIVISION OFFICE.
The City Government of Tayabas, through the Special Educ",,MA. CECILIA REYES POTESTADES,01/06/2020
7021470,DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS - DAVAO CITY DEO,"20LB0189 - Road Widening along Davao - Cotabato Old Rd - K1522+678 - K1522+808, K1522+826 - K1522+968, K1525+328, K1525+563 - K1525+570",Davao Del Sur,20LB0189,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"10,994,620.00",0 Day/s,DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS - DAVAO CITY DEO,MA. GLORIA GELI SORRERA,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,23/06/2020 10:00 AM," INVITATION TO BID
1)	The DPWH- Davao City District Engineering Office through its Bids and Awards Committee (BAC), invites contractors to submit bids for the following contract;
1. Procurement ID /     
    Contract ID No.	:	20LB0156
    Contract Name	:	C", FOR BID DOCS:,MA. GLORIA GELI SORRERA,01/06/2020
7021468,"CITY OF TAYABAS, QUEZON",PROJECT # 20-052 - PROCUREMENT OF ICT EQUIPMENT FOR STUDENT CAMPUS JOURNALISM - CITY SCHOOL DIVISION OFFICE,Quezon,PROJECT # 20-052,Implementing Rules and Regulations,Public Bidding,Goods,Information Technology,"794,104.60",0 Day/s,,MA. CECILIA REYES POTESTADES,Active,Order,0,1,02/06/2020,02/06/2020 12:00 AM,09/06/2020 10:00 AM," Republic of the Philippines
Province of Quezon
CITY GOVERNMENT OF TAYABAS
INVITATION TO BID FOR PROJECT # 20-052 - PROCUREMENT OF ICT EQUIPMENT FOR STUDENT CAMPUS JOURNALISM - CITY SCHOOL DIVISION OFFICE
The City Government of Tayabas, through the Special",,MA. CECILIA REYES POTESTADES,01/06/2020
7021580,"MUNICIPALITY OF LABO, CAMARINES NORTE",Bidding (Infra Project),Camarines Norte,292020a,Implementing Rules and Regulations,Public Bidding,Civil Works,General Contractor,"300,000.00",45 Day/s,,Raul B. Jacela,Active,Order,0,3,02/06/2020,02/06/2020 12:00 AM,11/06/2020 9:30 AM," CONCRETE FENCE AT MABILO 1 ELEMENTARY SCHOOL
Brgy. Mabilo 1, Labo, Cams. Norte",,Raul B. Jacela,01/06/2020
7021444,DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS - QUEZON 1ST ED,"REQUEST FOR EXPRESSION OF INTEREST (REI) FOR THE CONSULTANCY SERVICES FOR THE CONDUCT SUBSURFACE SOIL EXPLORATION AND ENGINEERING SERVICES FOR THE REHABILITATION/RECONSTRUCTION OF ROADS WITH SLIPS, SL",Quezon,20CSDK01,Implementing Rules and Regulations,Public Bidding,Consulting Services,Consulting Services,"1,800,000.00",90 Day/s,,Felicisima Capistrano Balasabas,Active,Order,0,1,02/06/2020,02/06/2020 12:00 AM,09/06/2020 10:00 AM," 1.	The Department of Public Works and Highways, Quezon 1st District Engineering Office, through the FY 2020 GAA, RA 11465, intends to apply the sum of PhP 1,800,000.00 inclusive of 5% contingency being the Approved Budget for the Contract (ABC) to payment",,Felicisima Capistrano Balasabas,01/06/2020
7021491,PROVINCE OF ABRA,Rehabilitation of Barangay Bangbangcag Bucay FMR,(Independent City),RFQ-SVP-RA7171-2020CW-06-07,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Civil Works,Construction Projects,"1,000,000.00",25 Day/s,,Expedito Magluyan Villaruz,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,05/06/2020 8:45 AM," Republic of the Philippines				Project Reference Number: SVP-RA7171-2020CW-06-07				
Province of Abra Bangued				Name of the Project: Rehabilitation of Barangay Bangbangcag Bucay FMR				
Bids and Awards Committee				Location of the Project: Bangbangcag Bu"," Acquire a copy of the Materials Purchase Request for your reference at the BAC Office from June 2-4, 2020",Expedito Magluyan Villaruz,01/06/2020
7021583,"406TH CONTRACTING OFFICE, AFP PROCUREMENT SERVICE",VLMC-MS-20-2905-10155,,VLMC-MS-20-2905-10155,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Medical Supplies and Laboratory Instrument,"712,885.66",0 Day/s,,MAJ GABRIEL D TAYKO (CE) PA,Active,Order,0,2,02/06/2020,02/06/2020 12:00 AM,05/06/2020 9:00 AM," Actin 2mlx10, 5 box & 3 other line items",,MAJ GABRIEL D TAYKO (CE) PA,01/06/2020
7021440,PAG-IBIG FUND (TAS-NCR WEST) - MANILA METRO MANILA,Supply and Delivery of Various IT and Office Equipments,Metro Manila,"2003121, 2003134 & 2003135",Implementing Rules and Regulations,Shopping,Goods,Information Technology Parts & Accessories & Perip,"174,150.00",15 Day/s,,ronvie pangilinan masangya,Active,Order,0,16,02/06/2020,02/06/2020 12:00 AM,05/06/2020 3:00 PM," Dear Sir/Madam
Please quote your lowest net price/s on the item/s listed below, giving full detailed description of your offer. Submit your quotation in accordance with Item No.1 of the General Condition printed at the back, together with all samples, dra",,ronvie pangilinan masangya,01/06/2020
7021439,"MUNICIPALITY OF LA PAZ, AGUSAN DEL SUR",Procurement of Fuel and Oil,Agusan Del Sur,2020svp - 207-453,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Fuels/Fuel Additives & Lubricants & Anti Corrosive,"188,000.00",30 Day/s,,"Teofilo B. Ferolin, Sr.",Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,05/06/2020 10:00 AM, Procurement of Fuel and Oil,,"Teofilo B. Ferolin, Sr.",01/06/2020
7021438,"104TH CONTRACTING OFFICE, AFP PROCUREMENT SERVICE",Procurement of Medical l Supplies,Misamis Oriental,RFQ-9528,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Medical Supplies and Laboratory Instrument,"10,000.00",15 Day/s,,MOISES L PECAYO,Active,Order,0,2,02/06/2020,02/06/2020 12:00 AM,05/06/2020 1:00 AM, Please submit your quotation based on the approved RFQ's Terms and Condition,,MOISES L PECAYO,01/06/2020
7021418,"MUNICIPALITY OF LA PAZ, AGUSAN DEL SUR",Procurement of Meals and Snacks,Agusan Del Sur,2020svp - 203-458,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Catering Services,"170,000.00",30 Day/s,,"Teofilo B. Ferolin, Sr.",Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,05/06/2020 10:00 AM, Procurement of Meals and Snacks,,"Teofilo B. Ferolin, Sr.",01/06/2020
7021415,NATIONAL IRRIGATION ADMINISTRATION - BANE-IMO,NE 63R - PAITAN SWIP,Bulacan,R3-BANE-SIP-2020-NE-63R,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"9,224,436.35",240 Day/s,,JUANITO C. VALONES,Active,Order,0,2,02/06/2020,02/06/2020 12:00 AM,22/06/2020 12:00 PM," INVITATION TO BID
PAITAN SWIP
1.	The National Irrigation Administration – Bulacan-Aurora-Nueva Ecija Irrigation Management Office, Tambubong, San Rafael, Bulacan, through GAA 2020 intends to apply the sum of Nine Million Two Hundred Twenty-Four Thousand F",,JUANITO C. VALONES,01/06/2020
7021447,"104TH CONTRACTING OFFICE, AFP PROCUREMENT SERVICE",Procurement of Drugs and Medicines,Misamis Oriental,RFQ-9527,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Drugs and Medicines,"4,000.00",15 Day/s,,MOISES L PECAYO,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,05/06/2020 1:00 AM, Please submit your quotation based on RFQ's Terms and Conditions,,MOISES L PECAYO,01/06/2020
7021442,PROVINCE OF COTABATO,"PB INFRA 20-032_Concreting of Road, Purok 5, Gubatan, Magpet, Cotabato",Cotabato,PB INFRA 20-032,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"10,000,000.00",180 Day/s,,ATTY. NICHOLAS S. MARASIGAN,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,29/06/2020 1:00 PM," SCOPE OF WORKS:
B.5	Project Billboard & Signboard	2.00	each	
101(4)a	Removal of Structures/Obstructions, 457 mm dia. RCPC	6.00	cu.m.
103(1)a	Structure Excavation (Common Soil, RCPC)	105.89	cu.m.
104(1)a	Embankment from Roadway Excavation	824.96	cu.m.
104(",,Generoso Jr. Projillo Maghopoy,01/06/2020
7021412,NATIONAL IRRIGATION ADMINISTRATION - BANE-IMO,NE 62R - SIMIMBAAN SWIP,Bulacan,R3-BANE-SIP-2020-NE-62R,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"9,281,940.20",240 Day/s,,JUANITO C. VALONES,Active,Order,0,2,02/06/2020,02/06/2020 12:00 AM,22/06/2020 12:00 PM," INVITATION TO BID
SIMIMBAAN SWIP
1.	The National Irrigation Administration – Bulacan-Aurora-Nueva Ecija Irrigation Management Office, Tambubong, San Rafael, Bulacan, through GAA 2020 intends to apply the sum of Nine Million Two Hundred Eighty-One Thousand",,JUANITO C. VALONES,01/06/2020
7021566,PROVINCE OF ABRA,Improvement of Barangay Salnec FMR,Abra,RFQ-SVP-RA7171-2020CW-06-18,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Civil Works,Construction Projects,"1,000,000.00",17 Day/s,,Expedito Magluyan Villaruz,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,05/06/2020 8:45 AM," Republic of the Philippines				Project Reference Number: SVP-RA7171-2020CW-06-18				
Province of Abra Bangued				Name of the Project: Improvement of Barangay Salnec FMR				
Bids and Awards Committee				Location of the Project: Salnec Bucay, Abra				
					"," Acquire a copy of the Materials Purchase Request for your reference at the BAC Office from June 2-4, 2020",Expedito Magluyan Villaruz,01/06/2020
7021410,PROVINCE OF SOUTHERN LEYTE,Procurement of One (1) Unit Distribution Transformer  - SOYMPH,Southern Leyte,2020-06-23-329PG,Implementing Rules and Regulations,Public Bidding,Goods,Electrical Supplies,"371,134.02",30 Day/s,,Jesse R. Quilantang,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,23/06/2020 10:00 AM," Republic of the Philippines
PROVINCE OF SOUTHERN LEYTE
Maasin City
Invitation to Bid for the Procurement of One (1) Unit Distribution Transformer 
 Contract ID # 2020-06-23-329PG
1.	The Provincial Government of Southern Leyte through the SOYMPH Other Prop",,Jesse R. Quilantang,01/06/2020
7021436,BAGO ELEMENTARY SCHOOL,Covid Medical Supplies,Davao Del Sur,2020 - 06 -001,Implementing Rules and Regulations,Shopping,Goods,Medical Supplies and Laboratory Instrument,"86,000.00",7 Day/s,,PEJAY B. ROSAS,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,09/06/2020 1:00 AM," Gloves	G
Surgical Mask (Disposable)	
Mask ( Washable)	
Face Shield	
Alcohol (500 ml)		
Alcohol (Gal.)	
Disinfectant	
Thermal Scanner		
Soap Dispenser	
Alcohol and Sanitizer  Dispenser
Foot Bath",,PEJAY B. ROSAS,01/06/2020
7021417,"BARANGAY BANAOANG, STA. BARBARA, PANGASINAN",Delivery/supply of (2) two units Basketball Stand with fiber glass board and Ring,Pangasinan,lgu sta. Barbara,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Materials and Supplies,"130,000.00",7 Day/s,,Marking Garcia Cruz,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,09/06/2020 1:00 AM, 1.     02       units     Basketball Stand with Fiber glass Board with Ring,,Marking Garcia Cruz,01/06/2020
7021393,"MUNICIPALITY OF COMPOSTELA, CEBU",Purchase of Rice and Food Commodities to Respond to the impacts of COVID 19,Cebu,G20-10,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Food Stuff,"62,500.00",7 Day/s,,Jojie Ann Oliva Watin,Active,Order,0,1,02/06/2020,02/06/2020 12:00 AM,09/06/2020 9:00 AM, 50 sacks of Rice Grains,,Jojie Ann Oliva Watin,01/06/2020
7021390,OFFICE OF THE CHIEF MINISTER  - BARMM,PROCUREMENT OF OFFICE SUPPLIES AND CONSUMMABLES OF THE CHIEF OF STAFF (OCM – BARMM),Cotabato,SVP-OCM-062020-067,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Office Supplies and Devices,"987,898.92",30 Day/s,,Richard Pandita Sanlocan,Active,Order,0,2,02/06/2020,02/06/2020 12:00 AM,05/06/2020 10:00 AM," 12	roll	TAPE, MASKING, width: 24mm (±1mm)
12	roll	TAPE, MASKING, width: 48mm (±1mm)
12	roll	TAPE, PACKAGING, width: 48mm (±1mm)
12	roll	TAPE, TRANSPARENT, width: 24mm (±1mm)
12	roll	TAPE, TRANSPARENT, width: 48mm (±1mm)
10	 pack  	BATTERY, dry cell, AA, 2",,Richard Pandita Sanlocan,01/06/2020
7021586,PROVINCE OF CAVITE,SUPPLY AND DELIVERY OF VARIOUS IT EQUIPMENT TO BE USED IN SANGGUNIANG PANLALAWIGAN,Cavite,nlontoc-RFQ-177-2020,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Information Technology Parts & Accessories & Perip,"175,830.00",0 Day/s,,JERELA BIELLE AMERNA AUSTRIA,Active,Order,0,1,02/06/2020,02/06/2020 12:00 AM,08/06/2020 5:00 PM," Personal Computer	2	units
Specifications:		
Processor: Core i3-9100 3.6 GHz		
Motherboard: EX-H310M-V3 (update bios 9th gen)		
GPU: UHD Graphics 630		
Memory: 8GB HyperX 2400Mhz		
Hard Disk: Seagate 1TB SATA Barracuda 3.5 inch		
Optical Drive: DVDRW		
Dis", Checklist for Alternative Mode of Procurement,JERELA BIELLE AMERNA AUSTRIA,01/06/2020
7021369,PROVINCE OF SOUTHERN LEYTE,Supply & Delivery of Training Materials Lot 7,Southern Leyte,2020-06-05-087NP,Implementing Rules and Regulations,Shopping - Ordinary/Regular Office Supplies & Equipment (Sec. 52.1.b),Goods,Office Supplies and Devices,"4,000.00",20 Day/s,,Jesse R. Quilantang,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,05/06/2020 10:00 AM," Republic of the Philippines					
PROVINCE OF SOUTHERN LEYTE					
Maasin City					
	Standard Form No.: SF-GOOD-60			 Project Reference No.087	
	Revised on:  May 24, 2004			 Name of the Project:  _______	
	Standard Form Title:                               ",,Jesse R. Quilantang,01/06/2020
7021365,PROVINCE OF SOUTHERN LEYTE,Procurement of Bus Rental Lot 6,Southern Leyte,2020-06-05-087NP,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Services,"15,000.00",20 Day/s,,Jesse R. Quilantang,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,05/06/2020 10:00 AM," Republic of the Philippines					
PROVINCE OF SOUTHERN LEYTE					
Maasin City					
	Standard Form No.: SF-GOOD-60			 Project Reference No.087	
	Revised on:  May 24, 2004			 Name of the Project:  _______	
	Standard Form Title:                               ",,Jesse R. Quilantang,01/06/2020
7021395,"MUNICIPALITY OF VICTORIA, ORIENTAL MINDORO","Supply and Delivery of Foliar Fertilizers for High Value Crops Upgrading and Development Program in the Municipality of Victoria, Oriental Mindoro",Oriental Mindoro,202005033,Implementing Rules and Regulations,Public Bidding,Goods,Fertilizers,"1,500,000.00",60 Day/s,,Mark Joseph Pitpit Dilan,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,23/06/2020 1:00 PM," Republic of the Philippines
Province of Oriental Mindoro
MUNICIPALITY OF VICTORIA
INVITATION TO BID
Supply and Delivery of Foliar Fertilizers for High Value Crops Upgrading and Development Program in the Municipality of Victoria, Oriental Mindoro
1.The Mu",,Mark Joseph Pitpit Dilan,01/06/2020
7021394,"MUNICIPALITY OF LAGUINDINGAN, MISAMIS ORIENTAL",Purchase of Submersible Pump and Accessories,Misamis Oriental,0010620,Implementing Rules and Regulations,Public Bidding,Goods,Water Service Connection Materials/Fittings,"130,625.00",10 Day/s,,Pedrito B. Abregana,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,09/06/2020 2:00 PM," Purchase of 1 set 3hp Submersible Pump and Accessories 
For Barangay Sambulawan
1 set 3hp Submersible pump
1 pc. BW Control
95 meters submersible Cable 12/3
1  roll #14tth Wire
15 pcs. G.I. Pipe 1-1'4"" mm diameter
15 pcs. G.I. coupling 1-1'4"" mm diameter,",,Pedrito B. Abregana,01/06/2020
7021364,AGRICULTURAL TRAINING INSTITUTE - REGION IV-B,Procurement of Live Animals (Large Ruminant) for the conduct of SOA on Large Ruminants,Oriental Mindoro,20050395,Implementing Rules and Regulations,Shopping,Goods,"Live Animals (Livestock, Birds, Live fish & etc..)","160,000.00",1 Day/s,,Pat Andrew B. Barrientos,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,03/06/2020 9:00 AM," Agricultural Training Institute Regional Training Center, MiMaRoPa (ATI-RTC-MiMaRoPa) invites interested bidders/suppliers to submit quotation/proposals for the here under requirement:
Live Animals (Large Ruminant) for the conduct of SOA on Large Ruminant",,Pat Andrew B. Barrientos,01/06/2020
7021339,"BARANGAY SAN JOSE, SAN JUAN, SOUTHERN LEYTE",Purchase of office Equipment/devices(1 set CPU & External Drive),Southern Leyte,1,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Office Supplies and Devices,"20,000.00",0 Day/s,,MELEN CAGAS ERNACIO,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,08/06/2020 9:00 AM," 1 set  of CPU  - 17,470.00
1 pcs. external drive - 3500.00",,MELEN CAGAS ERNACIO,01/06/2020
7021268,DEPARTMENT OF EDUCATION - DIVISION OF MALAYBALAY CITY,Procurement of Meals and Snacks for the Human Resource and Training Development,Bukidnon,20-05042,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,"Travel, Food, Lodging and Entertainment Services","467,840.00",0 Day/s,,Sunny Ray F Amit,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,05/06/2020 9:00 AM, Please see attached RFQ,,Sunny Ray F Amit,01/06/2020
7021337,"MUNICIPALITY OF BINANGONAN, RIZAL","Proposed 3% Completion of Binangonan-Morong Interconnecting Road, Binangonan Rizal",Rizal,ITB - 33 JUNE 2020,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"427,096.69",13 Day/s,,Petronio  C.  Tolentino,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,25/06/2020 10:00 AM, Concreting of road & construction of road protection,,Petronio  C.  Tolentino,01/06/2020
7021368,"BARANGAY KUMINTANG IBABA, BATANGAS CITY, BATANGAS",Purchase of various Medical Supplies,,ITB-002,Implementing Rules and Regulations,Public Bidding,Goods,General Merchandise,"222,000.00",0 Day/s,,Enrique D. Cleofe,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,09/06/2020 4:00 PM," Invitation to Bid for the Supply and Delivery of various Medical Supplies for the use of Brgy. Kumintang Ibaba, Batangas City.",,Enrique D. Cleofe,01/06/2020
7021266,PROVINCE OF IFUGAO,NCB Publication No. 2020- 16 (First Publication)- Package 2020-10 - PB (1. Buludna- Bana-ao Road Improvement 2. FMR Improvement at Burnay 3. Latbuag Footbridge Construction Brgy. Burnay),Ifugao,NCB Publication No. 2020- 16,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"1,235,106.36",71 Day/s,,Elaine Bumanghat Immotna,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,23/06/2020 1:00 PM," Republic of the Philippines
Cordillera Administrative Region
Provincial Local Government Unit of Ifugao
BIDS AND AWARDS COMMITTEE - INFRA
3rd Floor PEO Bldg., Capitol Compound
Lagawe, Ifugao
Email Ad.: bacifugao@gmail.com
INVITATION TO BID 
NCB Publicatio",,Elaine Bumanghat Immotna,01/06/2020
7021265,"CITY OF MATI, PROVINCE OF DAVAO ORIENTAL",Construction of Water System at Upper Kalaparan,,ITB No. 2020 – 72,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"1,984,334.11",0 Day/s,,NOEL RYAN H. UY,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,23/06/2020 2:00 PM," ITB No. 2020-72
June 2, 2020
Republic of the Philippines
Province of Davao Oriental
CITY OF MATI
INVITATION TO BID
CONSTRUCTION OF WATER SYSTEM AT UPPER KALAPARAN
Name of Project
1.	The City Government of Mati, through the 20% Local Development Fund inten",,NOEL RYAN H. UY,01/06/2020
7021446,"CITY OF TAYABAS, QUEZON",PROJECT # 20-038 - PROCUREMENT OF DRONE FOR TEACHING AND LEARNING PURPOSES - CITY SCHOOL DIVISION OFFICE,Quezon,PROJECT # 20-038,Implementing Rules and Regulations,Public Bidding,Goods,Information Technology,"320,000.00",0 Day/s,,MA. CECILIA REYES POTESTADES,Active,Order,0,3,02/06/2020,02/06/2020 12:00 AM,09/06/2020 10:00 AM," Republic of the Philippines
Province of Quezon
CITY GOVERNMENT OF TAYABAS
INVITATION TO BID FOR PROJECT # 20-038 - PROCUREMENT OF DRONE FOR TEACHING AND LEARNING PURPOSES - CITY SCHOOL DIVISION OFFICE
The City Government of Tayabas, through the Special Ed",,MA. CECILIA REYES POTESTADES,01/06/2020
7021335,PROVINCE OF SOUTHERN LEYTE,Supply & Delivery of Office Supplies Lot 2,Southern Leyte,2020-06-05-085NP,Implementing Rules and Regulations,Shopping - Ordinary/Regular Office Supplies & Equipment (Sec. 52.1.b),Goods,Office Supplies and Devices,"20,000.00",20 Day/s,,Jesse R. Quilantang,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,05/06/2020 10:00 AM," Republic of the Philippines					
PROVINCE OF SOUTHERN LEYTE					
Maasin City					
	Standard Form No.: SF-GOOD-60			 Project Reference No.085	
	Revised on:  May 24, 2004			 Name of the Project:  _______	
	Standard Form Title:                               ",,Jesse R. Quilantang,01/06/2020
7021246,"CITY OF TABUK, KALINGA","Procurement of Medical, Dental, and Laboratory Supplies for the 2nd Quarter of CHO, RHU 1, RHU 2 and RHU 3",Kalinga,211412,Implementing Rules and Regulations,Public Bidding,Goods,Medical Supplies and Laboratory Instrument,"1,155,130.00",50 Day/s,,Noryn B. Bagano,Active,Order,0,4,02/06/2020,02/06/2020 12:00 AM,24/06/2020 9:00 AM," (DOWNLOAD ATTACHMENT)
Prospective bidders should have completed a similar contract with a value of at least 50% of the ABC. The BAC will use non-discretionary pass/fail criteria in the eligibility check/screening as well as the preliminary examination of "," Cost of Bid Documents: Php5,000.00",Noryn B. Bagano,01/06/2020
7021389,"MUNICIPALITY OF VICTORIA, ORIENTAL MINDORO","Supply and Delivery of One (1) unit Brand New Backhoe (Hydraulic Excavator) in the Municipality of Victoria, Oriental Mindoro",Oriental Mindoro,202005012,Implementing Rules and Regulations,Public Bidding,Goods,Vehicles,"11,000,000.00",150 Day/s,,Mark Joseph Pitpit Dilan,Active,Order,0,2,02/06/2020,02/06/2020 12:00 AM,23/06/2020 1:00 PM," Republic of the Philippines
Province of Oriental Mindoro
MUNICIPALITY OF VICTORIA
INVITATION TO BID
Supply and Delivery of One (1) unit Brand New Backhoe (Hydraulic Excavator) in the Municipality of Victoria, Oriental Mindoro
1.The Municipal Government of",,Mark Joseph Pitpit Dilan,01/06/2020
7021244,PROVINCE OF IFUGAO,"NCB Publication No. 2020- 15 (First Publication)-Package 2020-09 - PB (1. Tupaya FMR Improvement, Tupaya 2. Maanaw- Mabbog Road Improvement, Tupaya 3. Construction Of Momma- Rangtay CIS, Tupaya)",Ifugao,NCB Publication No. 2020- 15,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"1,453,759.60",49 Day/s,,Elaine Bumanghat Immotna,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,23/06/2020 1:00 PM," Republic of the Philippines
Cordillera Administrative Region
Provincial Local Government Unit of Ifugao
BIDS AND AWARDS COMMITTEE - INFRA
3rd Floor PEO Bldg., Capitol Compound
Lagawe, Ifugao
Email Ad.: bacifugao@gmail.com
INVITATION TO BID 
NCB Publicatio",,Elaine Bumanghat Immotna,01/06/2020
